Applicant,BLA Number,Proprietary Name,Proper Name,BLA Type,Strength,Dosage Form,Route of Administration,Product Presentation,Marketing Status,Licensure,Ref. Product Proper Name,Supplement Number,Submission Type,License Number,Product Number,Center,Orphan Exclusivity Exp. Date,Approval_Status,Approval_Status_binary
Eli Lilly and Company,69055.25,Other,insulin lispro,351(a),300,Injection ,Subcutaneous,Multi-Dose Cartridge,Disc,Licensed,nan,6,Supplement,7.545389749611823,2.0,CDER,24-Mar-02,Rejected or Not Approved,0
Eli Lilly and Company,69055.25,Other,insulin lispro,351(a),300,Injection ,Subcutaneous,Autoinjector,Rx,Licensed,nan,75,Supplement,7.545389749611823,3.0,CDER,24-Mar-02,Approved,1
Eli Lilly and Company,69055.25,Other,insulin lispro,351(a),300,Injection ,Subcutaneous,Autoinjector,Rx,Licensed,nan,176,Supplement,7.545389749611823,4.0,CDER,24-Mar-02,Approved,1
Eli Lilly and Company,69055.25,Other,insulin lispro,351(a),300,Injection ,Subcutaneous,Autoinjector,Rx,Licensed,nan,196,Supplement,7.545389749611823,5.0,CDER,24-Mar-02,Approved,1
Eli Lilly and Company,159721.25,Other,insulin lispro,351(a),485,Injection ,Subcutaneous,Autoinjector,Rx,Licensed,nan,0,Original,7.545389749611823,1.0,CDER,24-Mar-02,Approved,1
Sanofi-Aventis U.S. LLC,159721.25,Other,insulin lispro,351(a),1,Injection ,"Intravenous, Subcutaneous ",Multi-Dose Vial,Rx,Licensed,nan,0,Original,7.469083884921234,1.0,CDER,24-Mar-02,Approved,1
Sanofi-Aventis U.S. LLC,159721.25,Other,insulin lispro,351(a),300,Injection ,Subcutaneous,Autoinjector,Rx,Licensed,nan,0,Original,7.469083884921234,2.0,CDER,24-Mar-02,Approved,1
Sanofi-Aventis U.S. LLC,159721.25,Other,insulin lispro,351(a),300,Injection ,"Intravenous, Subcutaneous ",Multi-Dose Vial,Rx,Licensed,nan,1,Supplement,7.469083884921234,3.0,CDER,24-Mar-02,Approved,1
Eli Lilly and Company,69055.25,Other,Other,351(a),485,Injectable Suspension,Subcutaneous,Multi-Dose Vial,Rx,Licensed,nan,0,Original,7.545389749611823,1.0,CDER,24-Mar-02,Approved,1
Eli Lilly and Company,69055.25,Other,Other,351(a),225,Injectable Suspension,Subcutaneous,Autoinjector,Rx,Licensed,nan,40,Supplement,7.545389749611823,2.0,CDER,24-Mar-02,Approved,1
Eli Lilly and Company,69055.25,Other,Other,351(a),225,Injectable Suspension,Subcutaneous,Autoinjector,Disc,Licensed,nan,0,Original,7.545389749611823,3.0,CDER,24-Mar-02,Rejected or Not Approved,0
Eli Lilly and Company,69055.25,Other,Other,351(a),485,Injectable Suspension,Subcutaneous,Multi-Dose Vial,Disc,Licensed,nan,0,Original,7.545389749611823,1.0,CDER,24-Mar-02,Rejected or Not Approved,0
Eli Lilly and Company,69055.25,Other,Other,351(a),150,Injectable Suspension,Subcutaneous,Autoinjector,Rx,Licensed,nan,34,Supplement,7.545389749611823,2.0,CDER,24-Mar-02,Approved,1
Eli Lilly and Company,69055.25,Other,Other,351(a),150,Injectable Suspension,Subcutaneous,Autoinjector,Disc,Licensed,nan,0,Original,7.545389749611823,3.0,CDER,24-Mar-02,Rejected or Not Approved,0
"Iso-Tex Diagnostics, Inc. ",69055.25,Other,Other,351(a),485,Injection ,Intravenous,Multi-Dose Vial,Disc,Voluntarily Revoked,nan,0,Original,7.691656822810547,1.0,CDER,24-Mar-02,Rejected or Not Approved,0
"Iso-Tex Diagnostics, Inc. ",69055.25,Other,Other,351(a),1,Injection ,Intravenous,Multi-Dose Vial,Disc,Voluntarily Revoked,nan,0,Original,7.691656822810547,2.0,CDER,24-Mar-02,Rejected or Not Approved,0
"Iso-Tex Diagnostics, Inc. ",69055.25,Other,Other,351(a),100,Injection ,Intravenous,Multi-Dose Vial,Disc,Voluntarily Revoked,nan,8,Supplement,7.691656822810547,3.0,CDER,24-Mar-02,Rejected or Not Approved,0
"Iso-Tex Diagnostics, Inc. ",69055.25,Other,Other,351(a),0,Injection ,Intravenous,Multi-Dose Vial,Disc,Licensed,nan,0,Original,7.691656822810547,1.0,CDER,24-Mar-02,Rejected or Not Approved,0
"Iso-Tex Diagnostics, Inc. ",69055.25,Other,Other,351(a),1,Injection ,Intravenous,Multi-Dose Vial,Rx,Licensed,nan,0,Original,7.691656822810547,2.0,CDER,24-Mar-02,Approved,1
"Iso-Tex Diagnostics, Inc. ",69055.25,Other,Other,351(a),2,Injection ,Intravenous,Multi-Dose Vial,Disc,Licensed,nan,0,Original,7.691656822810547,3.0,CDER,24-Mar-02,Rejected or Not Approved,0
"Iso-Tex Diagnostics, Inc. ",69055.25,Other,Other,351(a),5,Injection ,Intravenous,Multi-Dose Vial,Disc,Licensed,nan,0,Original,7.691656822810547,4.0,CDER,24-Mar-02,Rejected or Not Approved,0
"Iso-Tex Diagnostics, Inc. ",69055.25,Other,Other,351(a),20,Injection ,Intravenous,Multi-Dose Vial,Disc,Licensed,nan,0,Original,7.691656822810547,5.0,CDER,24-Mar-02,Rejected or Not Approved,0
Other,69055.25,Other,Other,351(a),1,For Injectable Suspension,Intravenous,Vial,Disc,Licensed,nan,0,Original,7.690286020676768,1.0,CDER,24-Mar-02,Rejected or Not Approved,0
Other,69055.25,Other,Other,351(a),1,For Injectable Suspension,Intravenous,Vial,Disc,Licensed,nan,0,Original,7.688913336864796,1.0,CDER,24-Mar-02,Rejected or Not Approved,0
Other,69055.25,Other,Other,351(a),2,For Injectable Suspension,Intravenous,Multi-Dose Vial,Rx,Licensed,nan,0,Original,7.690286020676768,1.0,CDER,24-Mar-02,Approved,1
Other,159721.25,Other,Other,351(a),2,For Injectable Suspension,"Intravenous, Intraperitoneal",Multi-Dose Vial,Rx,Licensed,nan,0,Original,7.6984827878809465,1.0,CDER,24-Mar-02,Approved,1
Sanofi-Aventis U.S. LLC,159721.25,Other,Other,351(a),150,Injection ,Subcutaneous,Autoinjector,Disc,Licensed,nan,0,Original,7.469083884921234,1.0,CDER,24-Mar-02,Rejected or Not Approved,0
Sanofi-Aventis U.S. LLC,159721.25,Other,Other,351(a),300,Injection ,Subcutaneous,Autoinjector,Disc,Licensed,nan,0,Original,7.469083884921234,2.0,CDER,24-Mar-02,Rejected or Not Approved,0
Other,69055.25,Other,Other,351(a),40,Injection ,Subcutaneous,Multi-Dose Vial,Rx,Licensed,nan,0,Original,7.693937325509272,1.0,CDER,Other,Approved,1
Other,69055.25,Other,Other,351(a),36,Injection ,Subcutaneous,Single-Dose Vial,Disc,Voluntarily Revoked,nan,0,Original,7.691200097522863,1.0,CDER,Other,Rejected or Not Approved,0
"EMD Serono, Inc.",69055.25,Other,Other,351(a),75,For Injection,"Subcutaneous, Intramuscular",Single-Dose Vial,Disc,Licensed,nan,0,Original,7.480992162869525,1.0,CDER,24-Mar-02,Rejected or Not Approved,0
"EMD Serono, Inc.",69055.25,Other,Other,351(a),150,For Injection,"Subcutaneous, Intramuscular",Single-Dose Vial,Disc,Licensed,nan,22,Supplement,7.480992162869525,2.0,CDER,24-Mar-02,Rejected or Not Approved,0
"Organon USA Inc., a subsidiary of Merck & Co., Inc.",69055.25,Other,Other,351(a),75,For Injection,Intramuscular,Single-Dose Vial,Disc,Voluntarily Revoked,nan,0,Original,7.693481640835175,1.0,CDER,24-Mar-02,Rejected or Not Approved,0
"Organon USA Inc., a subsidiary of Merck & Co., Inc.",69055.25,Other,Other,351(a),150,For Injection,Intramuscular,Single-Dose Vial,Disc,Voluntarily Revoked,nan,0,Original,7.693481640835175,2.0,CDER,24-Mar-02,Rejected or Not Approved,0
Ferring Pharmaceuticals Inc.,69055.25,Other,Other,351(a),75,For Injection,"Subcutaneous, Intramuscular",Single-Dose Vial,Disc,Licensed,nan,0,Original,7.655864017616056,1.0,CDER,24-Mar-02,Rejected or Not Approved,0
Ferring Pharmaceuticals Inc.,69055.25,Other,Other,351(a),150,For Injection,"Subcutaneous, Intramuscular",Single-Dose Vial,Disc,Licensed,nan,0,Original,7.655864017616056,2.0,CDER,24-Mar-02,Rejected or Not Approved,0
Ferring Pharmaceuticals Inc.,69055.25,Other,Other,351(a),75,For Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,nan,0,Original,7.655864017616056,1.0,CDER,24-Mar-02,Approved,1
Novo Nordisk Inc.,69055.25,Other,Other,351(a),1,Injectable Suspension,Subcutaneous,Multi-Dose Vial,Other,Licensed,nan,0,Original,7.140453043101158,1.0,CDER,24-Mar-02,Rejected or Not Approved,0
Novo Nordisk Inc.,69055.25,Other,Other,351(a),300,Injectable Suspension,Subcutaneous,Autoinjector,Other,Licensed,nan,0,Original,7.140453043101158,2.0,CDER,24-Mar-02,Rejected or Not Approved,0
Novo Nordisk Inc.,69055.25,Other,Other,351(a),300,Injection ,Subcutaneous,Multi-Dose Vial,Other,Licensed,nan,0,Original,7.140453043101158,1.0,CDER,24-Mar-02,Rejected or Not Approved,0
Novo Nordisk Inc.,69055.25,Other,Other,351(a),90,Injection ,Subcutaneous,Autoinjector,Other,Licensed,nan,79,Supplement,7.140453043101158,2.0,CDER,24-Mar-02,Rejected or Not Approved,0
"Organon USA Inc., a subsidiary of Merck & Co., Inc.",69055.25,Other,pancrelipase,351(a),8,"Capsule, Delayed Release",Oral,Not Available,Disc,Voluntarily Revoked,nan,0,Original,7.693481640835175,1.0,CDER,24-Mar-02,Rejected or Not Approved,0
AbbVie Inc.,69055.25,Other,pancrelipase,351(a),6,"Capsule, Delayed Release",Oral,Not Available,Rx,Licensed,nan,0,Original,7.5443321080536885,1.0,CDER,24-Mar-02,Approved,1
AbbVie Inc.,69055.25,Other,pancrelipase,351(a),12,"Capsule, Delayed Release",Oral,Not Available,Rx,Licensed,nan,0,Original,7.5443321080536885,2.0,CDER,24-Mar-02,Approved,1
AbbVie Inc.,69055.25,Other,pancrelipase,351(a),24,"Capsule, Delayed Release",Oral,Not Available,Rx,Licensed,nan,0,Original,7.5443321080536885,3.0,CDER,24-Mar-02,Approved,1
AbbVie Inc.,69055.25,Other,pancrelipase,351(a),3,"Capsule, Delayed Release",Oral,Not Available,Rx,Licensed,nan,11,Supplement,7.5443321080536885,4.0,CDER,24-Mar-02,Approved,1
AbbVie Inc.,69055.25,Other,pancrelipase,351(a),36,"Capsule, Delayed Release",Oral,Not Available,Rx,Licensed,nan,16,Supplement,7.5443321080536885,5.0,CDER,24-Mar-02,Approved,1
Other,69055.25,Other,pancrelipase,351(a),8,"Capsule, Delayed Release",Oral,Not Available,Rx,Licensed,nan,0,Original,7.68937110752969,1.0,CDER,24-Mar-02,Approved,1
Other,69055.25,Other,pancrelipase,351(a),16,"Capsule, Delayed Release",Oral,Not Available,Rx,Licensed,nan,0,Original,7.68937110752969,2.0,CDER,24-Mar-02,Approved,1
Other,69055.25,Other,pancrelipase,351(a),4,"Capsule, Delayed Release",Oral,Not Available,Rx,Licensed,nan,3,Supplement,7.68937110752969,3.0,CDER,24-Mar-02,Approved,1
Other,69055.25,Other,pancrelipase,351(a),24,"Capsule, Delayed Release",Oral,Not Available,Rx,Licensed,nan,5,Supplement,7.68937110752969,4.0,CDER,24-Mar-02,Approved,1
"Zenpep, LLC",69055.25,Other,pancrelipase,351(a),5,"Capsule, Delayed Release",Oral,Not Available,Rx,Licensed,nan,0,Original,7.695757990554761,1.0,CDER,24-Mar-02,Approved,1
"Zenpep, LLC",69055.25,Other,pancrelipase,351(a),10,"Capsule, Delayed Release",Oral,Not Available,Rx,Licensed,nan,0,Original,7.695757990554761,2.0,CDER,24-Mar-02,Approved,1
"Zenpep, LLC",69055.25,Other,pancrelipase,351(a),15,"Capsule, Delayed Release",Oral,Not Available,Rx,Licensed,nan,0,Original,7.695757990554761,3.0,CDER,24-Mar-02,Approved,1
"Zenpep, LLC",69055.25,Other,pancrelipase,351(a),20,"Capsule, Delayed Release",Oral,Not Available,Rx,Licensed,nan,0,Original,7.695757990554761,4.0,CDER,24-Mar-02,Approved,1
"Zenpep, LLC",69055.25,Other,pancrelipase,351(a),3,"Capsule, Delayed Release",Oral,Not Available,Rx,Licensed,nan,6,Supplement,7.695757990554761,5.0,CDER,24-Mar-02,Approved,1
"Zenpep, LLC",69055.25,Other,pancrelipase,351(a),25,"Capsule, Delayed Release",Oral,Not Available,Rx,Licensed,nan,5,Supplement,7.695757990554761,6.0,CDER,24-Mar-02,Approved,1
"Zenpep, LLC",69055.25,Other,pancrelipase,351(a),40,"Capsule, Delayed Release",Oral,Not Available,Rx,Licensed,nan,16,Supplement,7.695757990554761,7.0,CDER,24-Mar-02,Approved,1
"Zenpep, LLC",69055.25,Other,pancrelipase,351(a),60,"Capsule, Delayed Release",Oral,Not Available,Rx,Licensed,nan,27,Supplement,7.695757990554761,8.0,CDER,24-Mar-02,Approved,1
VIVUS LLC,69055.25,Other,pancrelipase,351(a),4,"Capsule, Delayed Release",Oral,Not Available,Rx,Licensed,nan,0,Original,7.6953031349635665,1.0,CDER,24-Mar-02,Approved,1
VIVUS LLC,69055.25,Other,pancrelipase,351(a),10,"Capsule, Delayed Release",Oral,Not Available,Rx,Licensed,nan,0,Original,7.6953031349635665,2.0,CDER,24-Mar-02,Approved,1
VIVUS LLC,69055.25,Other,pancrelipase,351(a),16,"Capsule, Delayed Release",Oral,Not Available,Rx,Licensed,nan,0,Original,7.6953031349635665,3.0,CDER,24-Mar-02,Approved,1
VIVUS LLC,69055.25,Other,pancrelipase,351(a),21,"Capsule, Delayed Release",Oral,Not Available,Rx,Licensed,nan,0,Original,7.6953031349635665,4.0,CDER,24-Mar-02,Approved,1
VIVUS LLC,69055.25,Other,pancrelipase,351(a),2,"Capsule, Delayed Release",Oral,Not Available,Rx,Licensed,nan,4,Supplement,7.6953031349635665,5.0,CDER,24-Mar-02,Approved,1
VIVUS LLC,69055.25,Other,pancrelipase,351(a),37,"Capsule, Delayed Release",Oral,Not Available,Rx,Licensed,nan,16,Supplement,7.6953031349635665,6.0,CDER,24-Mar-02,Approved,1
Other,69055.25,Other,pancrelipase,351(a),10,Tablet,Oral,Not Available,Rx,Licensed,nan,0,Original,7.69484807238461,1.0,CDER,24-Mar-02,Approved,1
Other,69055.25,Other,pancrelipase,351(a),20,Tablet,Oral,Not Available,Rx,Licensed,nan,0,Original,7.69484807238461,2.0,CDER,24-Mar-02,Approved,1
Other,69055.25,Other,Other,351(a),375,Injection ,Intramuscular,Single-Dose Vial,Disc,Licensed,nan,0,Original,7.637234388789473,1.0,CDER,Other,Rejected or Not Approved,0
Pharmacia & Upjohn Company LLC,69055.25,Other,Other,351(a),10,For Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,nan,0,Original,7.104144092987527,1.0,CDER,25-Mar-10,Approved,1
Pharmacia & Upjohn Company LLC,69055.25,Other,Other,351(a),15,For Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,nan,0,Original,7.104144092987527,2.0,CDER,25-Mar-10,Approved,1
Pharmacia & Upjohn Company LLC,69055.25,Other,Other,351(a),20,For Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,nan,0,Original,7.104144092987527,3.0,CDER,25-Mar-10,Approved,1
Pharmacia & Upjohn Company LLC,69055.25,Other,Other,351(a),25,For Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,nan,44,Supplement,7.104144092987527,4.0,CDER,25-Mar-10,Approved,1
Pharmacia & Upjohn Company LLC,69055.25,Other,Other,351(a),30,For Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,nan,44,Supplement,7.104144092987527,5.0,CDER,25-Mar-10,Approved,1
Other,69055.25,Other,Other,351(a),120,Suspension,Intratracheal,Single-Dose Vial,Rx,Licensed,nan,0,Original,7.67368812926773,1.0,CDER,24-Mar-02,Approved,1
Other,69055.25,Other,Other,351(a),240,Suspension,Intratracheal,Single-Dose Vial,Rx,Licensed,nan,0,Original,7.67368812926773,2.0,CDER,24-Mar-02,Approved,1
Other,69055.25,Other,Other,351(a),50,Injection ,nan,Single-Dose Vial,Disc,Voluntarily Revoked,nan,0,Original,7.698029170272805,1.0,CDER,24-Mar-02,Rejected or Not Approved,0
Novo Nordisk Inc.,69055.25,Other,insulin human,351(a),1,Injection ,Subcutaneous,Multi-Dose Vial,Other,Licensed,nan,0,Original,7.140453043101158,1.0,CDER,24-Mar-02,Rejected or Not Approved,0
Novo Nordisk Inc.,69055.25,Other,insulin human,351(a),300,Injection ,Subcutaneous,Autoinjector,Other,Licensed,nan,76,Supplement,7.140453043101158,2.0,CDER,24-Mar-02,Rejected or Not Approved,0
Other,69055.25,Other,Other,351(a),1,Solution For Oral,Oral,Bottle,Rx,Licensed,nan,0,Original,7.694392802629421,1.0,CDER,Other,Approved,1
Other,69055.25,Other,Other,351(a),17,Solution For Oral,Oral,Not Available,Rx,Licensed,nan,27,Supplement,7.694392802629421,2.0,CDER,Other,Approved,1
Eli Lilly and Company,69055.25,Other,somatropin,351(a),2,For Injection,Subcutaneous,Single-Dose Vial,Disc,Licensed,nan,1,Supplement,7.545389749611823,1.0,CDER,1-Nov-13,Rejected or Not Approved,0
Eli Lilly and Company,69055.25,Other,somatropin,351(a),5,For Injection,Subcutaneous,Single-Dose Vial,Disc,Licensed,nan,0,Original,7.545389749611823,4.0,CDER,1-Nov-13,Rejected or Not Approved,0
Eli Lilly and Company,69055.25,Other,somatropin,351(a),6,For Injection,Subcutaneous,Multi-Dose Cartridge,Rx,Licensed,nan,22,Supplement,7.545389749611823,5.0,CDER,1-Nov-13,Approved,1
Eli Lilly and Company,69055.25,Other,somatropin,351(a),12,For Injection,Subcutaneous,Multi-Dose Cartridge,Rx,Licensed,nan,22,Supplement,7.545389749611823,6.0,CDER,1-Nov-13,Approved,1
Eli Lilly and Company,69055.25,Other,somatropin,351(a),24,For Injection,Subcutaneous,Multi-Dose Cartridge,Rx,Licensed,nan,22,Supplement,7.545389749611823,7.0,CDER,1-Nov-13,Approved,1
"EMD Serono, Inc.",69055.25,Other,somatropin,351(a),6,For Injection,Subcutaneous,Single-Dose Vial,Disc,Voluntarily Revoked,nan,0,Original,7.480992162869525,1.0,CDER,24-Mar-02,Rejected or Not Approved,0
"EMD Serono, Inc.",69055.25,Other,somatropin,351(a),5,For Injection,Subcutaneous,Single-Dose Vial,Disc,Voluntarily Revoked,nan,0,Original,7.480992162869525,2.0,CDER,24-Mar-02,Rejected or Not Approved,0
"EMD Serono, Inc.",69055.25,Other,somatropin,351(a),8,For Injection,Subcutaneous,Single-Dose Vial,Disc,Voluntarily Revoked,nan,3,Supplement,7.480992162869525,3.0,CDER,24-Mar-02,Rejected or Not Approved,0
"EMD Serono, Inc.",69055.25,Other,somatropin,351(a),4,For Injection,Subcutaneous,Single-Dose Vial,Disc,Voluntarily Revoked,nan,30,Supplement,7.480992162869525,5.0,CDER,24-Mar-02,Rejected or Not Approved,0
Ferring Pharmaceuticals Inc.,69055.25,Other,somatropin,351(a),4,For Injection,Subcutaneous,Multi-Dose Vial,Disc,Licensed,nan,0,Original,7.655864017616056,1.0,CDER,24-Mar-02,Rejected or Not Approved,0
Ferring Pharmaceuticals Inc.,69055.25,Other,somatropin,351(a),5,For Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,nan,8,Supplement,7.655864017616056,2.0,CDER,24-Mar-02,Approved,1
Ferring Pharmaceuticals Inc.,69055.25,Other,somatropin,351(a),10,For Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,nan,25,Supplement,7.655864017616056,3.0,CDER,24-Mar-02,Approved,1
"Genentech, Inc.",69055.25,Other,somatropin,351(a),5,For Injection,Subcutaneous,Multi-Dose Vial,Disc,Voluntarily Revoked,nan,0,Original,6.955592608396297,1.0,CDER,Other,Rejected or Not Approved,0
"Genentech, Inc.",69055.25,Other,somatropin,351(a),10,For Injection,Subcutaneous,Multi-Dose Vial,Disc,Voluntarily Revoked,nan,0,Original,6.955592608396297,2.0,CDER,Other,Rejected or Not Approved,0
Pharmacia & Upjohn Company LLC,69055.25,Genotropin,somatropin,351(a),0,For Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,nan,9,Supplement,7.104144092987527,4.0,CDER,25-Jul-08,Approved,1
Pharmacia & Upjohn Company LLC,69055.25,Genotropin,somatropin,351(a),0,For Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,nan,9,Supplement,7.104144092987527,6.0,CDER,25-Jul-08,Approved,1
Pharmacia & Upjohn Company LLC,69055.25,Genotropin,somatropin,351(a),0,For Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,nan,9,Supplement,7.104144092987527,3.0,CDER,25-Jul-08,Approved,1
Pharmacia & Upjohn Company LLC,69055.25,Genotropin,somatropin,351(a),1,For Injection,Subcutaneous,Pre-Filled Syringe,Disc,Licensed,nan,0,Original,7.104144092987527,1.0,CDER,25-Jul-08,Rejected or Not Approved,0
Pharmacia & Upjohn Company LLC,69055.25,Genotropin,somatropin,351(a),0,For Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,nan,9,Supplement,7.104144092987527,5.0,CDER,25-Jul-08,Approved,1
Pharmacia & Upjohn Company LLC,69055.25,Genotropin,somatropin,351(a),5,For Injection,Subcutaneous,Multi-Dose Cartridge,Rx,Licensed,nan,0,Original,7.104144092987527,2.0,CDER,25-Jul-08,Approved,1
Pharmacia & Upjohn Company LLC,69055.25,Genotropin,somatropin,351(a),12,For Injection,Subcutaneous,Multi-Dose Cartridge,Rx,Licensed,nan,7,Supplement,7.104144092987527,7.0,CDER,25-Jul-08,Approved,1
Pharmacia & Upjohn Company LLC,69055.25,Genotropin,somatropin,351(a),1,For Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,nan,9,Supplement,7.104144092987527,8.0,CDER,25-Jul-08,Approved,1
Pharmacia & Upjohn Company LLC,69055.25,Genotropin,somatropin,351(a),1,For Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,nan,9,Supplement,7.104144092987527,8.5,CDER,25-Jul-08,Approved,1
Pharmacia & Upjohn Company LLC,69055.25,Genotropin,somatropin,351(a),1,For Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,nan,9,Supplement,7.104144092987527,8.5,CDER,25-Jul-08,Approved,1
Pharmacia & Upjohn Company LLC,69055.25,Genotropin,somatropin,351(a),1,For Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,nan,9,Supplement,7.104144092987527,8.5,CDER,25-Jul-08,Approved,1
Pharmacia & Upjohn Company LLC,69055.25,Genotropin,somatropin,351(a),1,For Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,nan,9,Supplement,7.104144092987527,8.5,CDER,25-Jul-08,Approved,1
Pharmacia & Upjohn Company LLC,69055.25,Genotropin,somatropin,351(a),2,For Injection,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,nan,9,Supplement,7.104144092987527,8.5,CDER,25-Jul-08,Approved,1
" Genentech, Inc.",69055.25,Other,somatropin,351(a),10,Injection ,Subcutaneous,Vial,Disc,Licensed,nan,0,Original,6.955592608396297,1.0,CDER,24-Mar-02,Rejected or Not Approved,0
" Genentech, Inc.",69055.25,Other,somatropin,351(a),10,Injection ,Subcutaneous,Multi-Dose Cartridge,Disc,Licensed,nan,17,Supplement,6.955592608396297,2.0,CDER,24-Mar-02,Rejected or Not Approved,0
" Genentech, Inc.",69055.25,Other,somatropin,351(a),5,Injection ,Subcutaneous,Autoinjector,Rx,Licensed,nan,37,Supplement,6.955592608396297,3.0,CDER,24-Mar-02,Approved,1
" Genentech, Inc.",69055.25,Other,somatropin,351(a),20,Injection ,Subcutaneous,Autoinjector,Rx,Licensed,nan,37,Supplement,6.955592608396297,4.0,CDER,24-Mar-02,Approved,1
" Genentech, Inc.",69055.25,Other,somatropin,351(a),10,Injection ,Subcutaneous,Autoinjector,Rx,Licensed,nan,36,Supplement,6.955592608396297,5.0,CDER,24-Mar-02,Approved,1
" Genentech, Inc.",69055.25,Other,somatropin,351(a),20,Injection ,Subcutaneous,Multi-Dose Cartridge,Disc,Licensed,nan,26,Supplement,6.955592608396297,6.0,CDER,24-Mar-02,Rejected or Not Approved,0
"EMD Serono, Inc.",69055.25,Other,somatropin,351(a),6,For Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,nan,0,Original,7.480992162869525,1.0,CDER,Other,Approved,1
"EMD Serono, Inc.",69055.25,Other,somatropin,351(a),5,For Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,nan,0,Original,7.480992162869525,2.0,CDER,24-Mar-02,Approved,1
"EMD Serono, Inc.",69055.25,Other,somatropin,351(a),4,For Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,nan,2,Supplement,7.480992162869525,3.0,CDER,24-Mar-02,Approved,1
"EMD Serono, Inc.",69055.25,Other,somatropin,351(a),8,For Injection,Subcutaneous,Multi-Dose Vial,Disc,Licensed,nan,19,Supplement,7.480992162869525,4.0,CDER,24-Mar-02,Rejected or Not Approved,0
"EMD Serono, Inc.",69055.25,Other,somatropin,351(a),6,Injection ,Subcutaneous,Single-Dose Cartridge,Disc,Licensed,nan,29,Supplement,7.480992162869525,5.0,CDER,24-Mar-02,Rejected or Not Approved,0
Novo Nordisk Inc.,69055.25,Norditropin,somatropin,351(a),5,Injection ,Subcutaneous,Multi-Dose Cartridge,Disc,Licensed,nan,0,Original,7.140453043101158,1.0,CDER,31-May-14,Rejected or Not Approved,0
Novo Nordisk Inc.,69055.25,Norditropin,somatropin,351(a),10,Injection ,Subcutaneous,Multi-Dose Cartridge,Disc,Licensed,nan,0,Original,7.140453043101158,2.0,CDER,31-May-14,Rejected or Not Approved,0
Novo Nordisk Inc.,69055.25,Norditropin,somatropin,351(a),15,Injection ,Subcutaneous,Multi-Dose Cartridge,Disc,Licensed,nan,0,Original,7.140453043101158,3.0,CDER,31-May-14,Rejected or Not Approved,0
Novo Nordisk Inc.,69055.25,Norditropin,somatropin,351(a),5,Injection ,Subcutaneous,Autoinjector,Disc,Licensed,nan,6,Supplement,7.140453043101158,4.0,CDER,31-May-14,Rejected or Not Approved,0
Novo Nordisk Inc.,69055.25,Norditropin,somatropin,351(a),10,Injection ,Subcutaneous,Autoinjector,Disc,Licensed,nan,6,Supplement,7.140453043101158,5.0,CDER,31-May-14,Rejected or Not Approved,0
Novo Nordisk Inc.,69055.25,Norditropin,somatropin,351(a),15,Injection ,Subcutaneous,Autoinjector,Disc,Licensed,nan,6,Supplement,7.140453043101158,6.0,CDER,31-May-14,Rejected or Not Approved,0
Novo Nordisk Inc.,69055.25,Norditropin,somatropin,351(a),30,Injection ,Subcutaneous,Autoinjector,Disc,Licensed,nan,25,Supplement,7.140453043101158,7.0,CDER,31-May-14,Rejected or Not Approved,0
Novo Nordisk Inc.,69055.25,Norditropin,somatropin,351(a),5,Injection ,Subcutaneous,Autoinjector,Rx,Licensed,nan,27,Supplement,7.140453043101158,8.0,CDER,31-May-14,Approved,1
Novo Nordisk Inc.,69055.25,Norditropin,somatropin,351(a),10,Injection ,Subcutaneous,Autoinjector,Rx,Licensed,nan,27,Supplement,7.140453043101158,8.5,CDER,31-May-14,Approved,1
Novo Nordisk Inc.,69055.25,Norditropin,somatropin,351(a),15,Injection ,Subcutaneous,Autoinjector,Rx,Licensed,nan,27,Supplement,7.140453043101158,8.5,CDER,31-May-14,Approved,1
Novo Nordisk Inc.,69055.25,Norditropin,somatropin,351(a),30,Injection ,Subcutaneous,Autoinjector,Rx,Licensed,nan,42,Supplement,7.140453043101158,8.5,CDER,31-May-14,Approved,1
Sandoz Inc.,69055.25,Other,somatropin,351(a),5,For Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,nan,0,Original,7.602900462204755,1.0,CDER,24-Mar-02,Approved,1
